originx,originy,origin,destinationx,destinationy,destination
-36.88016875,174.74069485,91 GRIBBLEHIRST RD,-36.8646979,174.759153,230 SYMONDS ST
-36.88309933,174.7411733, TRURO RD,-36.8646979,174.759153,230 SYMONDS ST
-36.87008328,174.83953925,51 HAWKINS ST,-36.86995313,174.83990417,44 HAWKINS ST
-36.86614648,174.75829522,66 NEW NORTH RD,-36.8646979,174.759153,230 SYMONDS ST
-36.91812905,174.74423415,16 GREGORY PL,-36.91787558,174.74496437,7 GREGORY PL
-36.88505573,174.76333058,23 DISRAELI ST,-36.8848315,174.76216203,5 DISRAELI ST
-36.84463583,174.73818537,3 HAMILTON RD,-36.8646979,174.759153,230 SYMONDS ST
-36.90059323,174.72184022,211 STODDARD RD,-36.90067317,174.72198952,209 STODDARD RD
-36.85571125,174.74263873,38 DOUGLAS ST,-36.8646979,174.759153,230 SYMONDS ST
-36.891423,174.70776742,1145 NEW NORTH RD,-36.89309158,174.70732198,4 ENNISMORE RD
-36.91259343,174.75056373,71 CARR RD,-36.91022595,174.75375473, DORNWELL RD
-36.86577798,174.7623611,18 BURLEIGH ST,-36.86525272,174.76257075,10 BURLEIGH ST
-36.8695297,174.79741197,31 SPENCER ST,-36.87068628,174.79725305, SPENCER ST
-36.90520117,174.80527528,73 GREENPARK RD,-36.8646979,174.759153,230 SYMONDS ST
-36.87756717,174.7303857,4 SAINSBURY RD,-36.87801383,174.73019323,9 SAINSBURY RD
-36.89631742,174.77410863,510 MANUKAU RD,-36.8646979,174.759153,230 SYMONDS ST
-36.86715387,174.8241639,OPP 3 MAMAKU ST,-36.86679838,174.82379468,12 MAMAKU ST
-36.92464205,174.75276698,242 HILLSBOROUGH RD,-36.8646979,174.759153,230 SYMONDS ST
-36.89280592,174.73634408,587 SANDRINGHAM RD,-36.89359508,174.73871243,79 LAMBETH RD
-36.90904797,174.7120588,8 TREVOLA ST,-36.90890988,174.71261997,5 TREVOLA ST
-36.89193422,174.70718717,1155 NEW NORTH RD,-36.89317965,174.70743777,6 ENNISMORE RD
-36.96935143,174.86021165,159 GREAT SOUTH RD,-36.8646979,174.759153,230 SYMONDS ST
-36.85712233,174.73897838,8 ARNOLD ST,-36.85712233,174.73897838,8 ARNOLD ST
-36.97389853,174.86722798,13 ROSE RD,-36.8646979,174.759153,230 SYMONDS ST
-36.89543622,174.70971302,48 HARLSTON RD,-36.89469225,174.70939203,38 ENNISMORE RD
-36.89543622,174.70971302,48 HARLSTON RD,-36.89492293,174.70913342,33 ENNISMORE RD
-36.87380535,174.75342968,14 ALDERLEY RD,-36.87367855,174.7534569,12 ALDERLEY RD
-36.88133675,174.76298697,4C STOKES RD,-36.8646979,174.759153,230 SYMONDS ST
-36.84720868,174.8641862,11A GLOVER RD,-36.84853327,174.86878678, GLOVER RD
-36.87523125,174.813857,44 LUCERNE RD,-36.87504705,174.81389065,46 LUCERNE RD
-36.9037226,174.79557338, HOROTUTU RD,-36.9037226,174.79557338, HOROTUTU RD
-36.90165733,174.79193465,142 CAMPBELL RD,-36.90119913,174.7922935, CAMPBELL RD
-36.86460722,174.7503817,21 KIRK ST,-36.86460722,174.7503817,21 KIRK ST
-36.92385378,174.76443378, CARLTON ST,-36.92385378,174.76443378, CARLTON ST
-36.92033647,174.71387535,156 BOUNDARY RD,-36.92016637,174.71394845,152 BOUNDARY RD
-36.91346528,174.72845778,453 RICHARDSON RD,-36.91237742,174.72865597,4 MCGOWAN ST
-36.91322342,174.72826555,447 RICHARDSON RD,-36.91251905,174.7290007,3 MCGOWAN ST
-36.8730545,174.74555237,18 SANDRINGHAM RD,-36.86991668,174.74444858, CENTRAL RD
-36.87813745,174.74462745,61 BURNLEY TCE,-36.87850317,174.7445254,66 BURNLEY TCE
-36.87956712,174.74269628,69 PAICE AVE,-36.8646979,174.759153,230 SYMONDS ST
-36.93461517,174.84642643,17 WALTERS RD,-36.8646979,174.759153,230 SYMONDS ST
-36.87993833,174.74430712,51 PAICE AVE,-36.8646979,174.759153,230 SYMONDS ST
-36.88000237,174.74464405,47 PAICE AVE,-36.8646979,174.759153,230 SYMONDS ST
-36.87733833,174.75668547,66 VALLEY RD,-36.8646979,174.759153,230 SYMONDS ST
-36.88204172,174.80667623,493 REMUERA RD,-36.88106165,174.80629943,8 ENTRICAN AVE
-36.8862661,174.85408718,16 HANNIGAN DR,-36.88568675,174.85463615,19 HANNIGAN DR
-36.88693135,174.76100533,568 MOUNT EDEN RD,-36.8646979,174.759153,230 SYMONDS ST
-36.88277605,174.76223157,476 MOUNT EDEN RD,-36.8646979,174.759153,230 SYMONDS ST
-36.86317413,174.86075068, HERITAGE RISE,-36.86317413,174.86075068, HERITAGE RISE
-36.86276957,174.7591308,61 RANDOLPH ST,-36.8646979,174.759153,230 SYMONDS ST
-36.86207063,174.74204542,81 WILLIAMSON AVE,-36.8620499,174.74218132,79 WILLIAMSON AVE
-36.8646979,174.759153,230 SYMONDS ST,-36.86276957,174.7591308,61 RANDOLPH ST
-36.85759722,174.74529743,66 SCANLAN ST,-36.85798643,174.74552575,58 SCANLAN ST
-36.79894188,174.77066257,7 FRANCIS ST,-36.79901385,174.7708138,9 FRANCIS ST
-36.89274322,174.73556905,5 HAVERSTOCK RD,-36.8646979,174.759153,230 SYMONDS ST
-36.7953322,174.77910848,6 BROWN ST,-36.8646979,174.759153,230 SYMONDS ST
-36.8845229,174.79349368,42 ARMADALE RD,-36.8845229,174.79349368,42 ARMADALE RD
-36.91028513,174.78703592,25 TAWA RD,-36.91035918,174.78672218,23 TAWA RD
-36.90882912,174.71655997,8 PETER MULGREW ST,-36.90995468,174.71650313,238 NEW WINDSOR RD
-36.9085297,174.71653393,14 PETER MULGREW ST,-36.90989413,174.71593428,249 NEW WINDSOR RD
-36.88891922,174.74895347,15 ROCKLANDS AVE,-36.8646979,174.759153,230 SYMONDS ST
-36.90875967,174.7176416,5 HILLVIEW AVE,-36.8646979,174.759153,230 SYMONDS ST
-36.92329205,174.7875271,74 GALWAY ST,-36.93957762,174.89184393,61 CROOKS RD
-36.87822828,174.82684848,3 ROSEPARK CRES,-36.87822828,174.82684848,3 ROSEPARK CRES
-36.85531803,174.73802697,9 JESSEL ST,-36.85531803,174.73802697,9 JESSEL ST
-36.9209663,174.78722747,102 GALWAY ST,-36.8646979,174.759153,230 SYMONDS ST
-36.85516495,174.72296497,27 NOTTINGHAM ST,-36.85516495,174.72296497,27 NOTTINGHAM ST
-36.84576935,174.74127347,82 JERVOIS RD,-36.8646979,174.759153,230 SYMONDS ST
-36.87508992,174.78195568,7 MACMURRAY RD,-36.87420367,174.78170962, MACMURRAY RD
-36.85995698,174.7434184,42 MURDOCH RD,-36.8646979,174.759153,230 SYMONDS ST
-36.87084553,174.78187042,17 MAMIE ST,-36.87078815,174.78180917,15 MAMIE ST
-36.8921356,174.70756573,1150 NEW NORTH RD,-36.8933712,174.70768948,10 ENNISMORE RD
-36.90815785,174.74078238,1322 DOMINION RD,-36.78023745,174.65290412,2 COLEMAN AVE
-36.88186555,174.81072997, TAHORA AVE,-36.8646979,174.759153,230 SYMONDS ST
-36.90182567,174.7424704,931 DOMINION RD,-36.8646979,174.759153,230 SYMONDS ST
-36.89524945,174.75754567,1 PEARY RD,-36.8646979,174.759153,230 SYMONDS ST
-36.87181932,174.75876398,25 EDENVALE CRES,-36.8717974,174.75862385,23 EDENVALE CRES
-36.89002048,174.79725627,14 DERRY ST,-36.89081792,174.79741433, DERRY ST
-36.86786455,174.82195065,79 TAHAPA CRES,-36.8646979,174.759153,230 SYMONDS ST
-36.8940579,174.71663143, MOUNT ROYAL AVE,-36.8940579,174.71663143, MOUNT ROYAL AVE
-36.8145455,174.74295585,10 CHURCH ST,-36.9386213,174.84490462,13 CHURCH ST
-36.86845752,174.75662585,3 FENTON ST,-36.8646979,174.759153,230 SYMONDS ST
-36.87093973,174.74547048,2 KINGSLAND TCE,-36.8646979,174.759153,230 SYMONDS ST
-36.8466662,174.7419807,4 BLAKE ST,-36.8646979,174.759153,230 SYMONDS ST
-36.87478193,174.75669495,51 BELLEVUE RD,-36.8646979,174.759153,230 SYMONDS ST
-36.85243,174.86442493, VALE RD,-36.85243,174.86442493, VALE RD
-36.92986643,174.74852607,15 ALDERSGATE RD,-36.8646979,174.759153,230 SYMONDS ST
-36.85993598,174.74173722,51 MURDOCH RD,-36.85993598,174.74173722,51 MURDOCH RD
-36.90771322,174.67470645,12 NIKAU ST,-36.8646979,174.759153,230 SYMONDS ST
-36.88418542,174.73788313,4 WATSON AVE,-36.8646979,174.759153,230 SYMONDS ST
-36.74473508,174.73198328,30 APOLLO DR,-36.74497815,174.73334053,18 APOLLO DR
-36.8211767,174.79602975,27 LAKE RD,-36.82231505,174.7967756, LAKE RD
-36.8013678,174.77125432,27 WALTER ST,-36.80146077,174.77139375,25 WALTER ST
-36.79000828,174.75549522,61 KARAKA ST,-36.79099728,174.75865443,43 DOMINION ST
-36.84508907,174.74236862,8 CAMERON ST,-36.74313355,174.71958642,18 COWLEY PL
-36.79162585,174.74686852,2 EVELYN PL,-36.79243643,174.74582168,16 EVELYN PL
-36.82848353,174.79560643,10 CALLIOPE RD,-36.8285602,174.79500677,18 CALLIOPE RD
-36.75039775,174.73492992,262 SUNSET RD,-36.7501875,174.73710453,68 JUNIPER RD
-36.79592637,174.77316942,30 NAPIER AVE,-36.79592637,174.77316942,30 NAPIER AVE
-36.8075629,174.79157155,22 WILLIAMSON AVE,-36.80735978,174.79207267,28 WILLIAMSON AVE
-36.82532652,174.80871673,19 CHELTENHAM RD,-36.78691897,174.62189832, TAINUI CRES
-36.79152205,174.73810208,62 HOLLAND RD,-36.8646979,174.759153,230 SYMONDS ST
-36.76890952,174.75525465,22 GORDON AVE,-36.76824498,174.75602088,4 GORDON AVE
-36.8103157,174.7530628,30 SYLVAN AVE,-36.81050438,174.75351673,55 SYLVAN AVE
-36.78662885,174.71107198,33 TAMAHERE DR,-36.7860189,174.71048427,43 TAMAHERE DR
-36.80918925,174.73057465, ONEWA RD,-36.80443665,174.7245491, BIRKENHEAD AVE
-36.90633777,174.67206892, KARAKA ST,-36.79184423,174.75911072, DOMINION ST
-36.78621928,174.76055455,42 LAKE PUPUKE DR,-36.74313355,174.71958642,18 COWLEY PL
-36.7852766,174.76184558,31 LAKE VIEW RD,-36.78526638,174.76241173,27 LAKE VIEW RD
-36.81082805,174.73894825,92 ONEWA RD,-36.74313355,174.71958642,18 COWLEY PL
-36.77082553,174.74702395,22 TRISTRAM AVE,-36.76999273,174.74757612,2 RAINES AVE
-36.77925172,174.70828158,112 MANUKA RD,-36.77897292,174.70816848,147 MANUKA RD
-36.775087,174.74677353,84 BOND CRES,-36.77518987,174.74646835,81 BOND CRES
-36.77157442,174.74737473, BOND CRES,-36.77451772,174.74620933,73 BOND CRES
-36.78762683,174.75404332,42 NORTHCOTE RD,-36.78604852,174.75591665, NORTHCOTE RD
-36.79575908,174.75384977, AKORANGA DR,-36.7926732,174.74550662,20 EVELYN PL
-36.76957713,174.75441817,38 GORDON AVE,-36.7696961,174.75426985,40 GORDON AVE
-36.80408312,174.73966412, JAMES EVANS DR,-36.8031731,174.74109215,28 JAMES EVANS DR
-36.80745808,174.69353277, RANGATIRA RD,-36.80887058,174.70230843,40 RANGATIRA RD
-36.7753732,174.77427353,18 KITCHENER RD,-36.8646979,174.759153,230 SYMONDS ST
-36.91583003,174.69867178,36 PUKETEA ST,-36.9158398,174.69845562,38 PUKETEA ST
-36.7757225,174.7493159, FORREST HILL RD,-36.76609333,174.74781913,148 FORREST HILL RD
-36.78805958,174.76187833, LAKE PUPUKE DR,-36.78631137,174.76120955,37 LAKE PUPUKE DR
-36.76690538,174.72691455, ELLICE RD,-36.76740467,174.72581335,8 ELLICE RD
-36.79560932,174.75365673,40 AKORANGA DR,-36.7941569,174.75343065,5 KITEWAO ST
-36.76025797,174.7378992, KAPITI PL,-36.74313355,174.71958642,18 COWLEY PL
-36.76951253,174.76770895,48 MILFORD RD,-36.76856127,174.76761563,2 CRAIG RD
-36.77678262,174.75172708, MARGARET PL,-36.77678262,174.75172708,5 MARGARET PL
-36.72952755,174.73139245,642 EAST COAST RD,-36.72910647,174.73179355,557 EAST COAST RD
-36.71079073,174.73899802,30 WILKINSON WAY,-36.71163103,174.73889147,13 WILKINSON WAY
-36.80269428,174.74886818,18 DEUXBERRY AVE,-36.8025853,174.74870217,16 DEUXBERRY AVE
-36.79695895,174.745878,9 FRASER AVE,-36.74313355,174.71958642,18 COWLEY PL
-36.77937818,174.75588528,169 SHAKESPEARE RD,-36.77716595,174.75402482,52 NILE RD
-36.75372093,174.73485357,30 SYCAMORE DR,-36.75495715,174.73592178,63 SYCAMORE DR
-36.78698,174.75537232,22 NORTHCOTE RD,-36.78604852,174.75591665, NORTHCOTE RD
-36.74453372,174.73455412,15 APOLLO DR,-36.74432862,174.73681675, CENTORIAN DR
-36.78904363,174.72006903, GLENFIELD RD,-36.79013648,174.72099755,312 GLENFIELD RD
-36.84861263,174.78119294,66 THE STRAND,-36.74313355,174.71958642,18 COWLEY PL
-36.8078904,174.75451907,91 SYLVAN AVE,-36.8078904,174.75451907,91 SYLVAN AVE
-36.79115663,174.76273283, FRED THOMAS DR,-36.79115663,174.76273283, FRED THOMAS DR
-36.90633777,174.67206892, KARAKA ST,-36.79114917,174.75846195,49 DOMINION ST
-36.78805958,174.76187833, LAKE PUPUKE DR,-36.78805958,174.76187833, LAKE PUPUKE DR
-36.80267307,174.74563352,4 COLLEGE RD,-36.80267307,174.74563352,4 COLLEGE RD
-36.7665876,174.72693475,26 ELLICE RD,-36.76664273,174.72672148,20 ELLICE RD
-36.75241372,174.72471932, SANTIAGO CRES,-36.75245475,174.72576635,87 SANTIAGO CRES
-36.7389337,174.75210043, HASTINGS RD,-36.74002732,174.74683677,53 HASTINGS RD
-36.82231505,174.7967756, LAKE RD,-36.79288755,174.77397342,6 TENNYSON AVE
-36.91775362,174.7864719,6 CAMERON ST,-36.74313355,174.71958642,18 COWLEY PL
-36.80480748,174.70406298,60 BIRKDALE RD,-36.80422778,174.7028881,8 GATMAN ST
-36.79000828,174.75549522,61 KARAKA ST,-36.86166908,174.75722595,13 KARAKA ST
-36.7469133,174.73475853, CONSTELLATION DR,-36.74444367,174.7371848,17 CENTORIAN DR
-36.77565832,174.7555868,72 NILE RD,-36.77443465,174.75523775,5 CORUNNA RD
-36.7943219,174.77119763,32 TENNYSON AVE,-36.79387705,174.77113785,33 TENNYSON AVE
-36.791359,174.7737968,439 LAKE RD,-36.82231505,174.7967756, LAKE RD
-36.74898775,174.7304869,40 CONSTELLATION DR,-36.74784365,174.72945345,13 VEGA PL
-36.8272553,174.80410828, DOMAIN ST,-36.82741745,174.80513942,24 DOMAIN ST
-36.76571655,174.74833873,189 FORREST HILL RD,-36.76721023,174.7471467, HAVELOCK AVE
-36.80885245,174.75421155,66 SYLVAN AVE,-36.80838197,174.75455678,2 HEATH AVE
-36.77412303,174.75275998, QUEBEC RD,-36.7755651,174.75425348,8 QUEBEC RD
-36.80480748,174.70406298,60 BIRKDALE RD,-36.80365398,174.70370323,80 BIRKDALE RD
-36.71753182,174.69833277,45 GOLDEN MORNING DR,-36.71683787,174.69747853,22 GOLDEN MORNING DR
-36.71747557,174.69817132,43 GOLDEN MORNING DR,-36.71732313,174.69914388,58 GOLDEN MORNING DR
-36.79489278,174.77437415,13 NAPIER AVE,-36.74313355,174.71958642,18 COWLEY PL
-36.7944586,174.77529032,3 NAPIER AVE,-36.74313355,174.71958642,18 COWLEY PL
-36.85834127,174.81365828, NGAIO ST,-36.85834127,174.81365828, NGAIO ST
-36.80470318,174.74593588,22 DUDDING AVE,-36.80368653,174.74609435,4 DUDDING AVE
-36.81229857,174.74403665,6 FAULKNER RD,-36.81229857,174.74403665,OPP 6 FAULKNER RD
-36.97939856,174.8687792,30 REGENT ST,-36.8126631,174.79066732,43 REGENT ST
-36.79505113,174.75223437,25 AKORANGA DR,-36.79365152,174.75399325, KITEWAO ST
-36.72259348,174.71610545,71 MASONS RD,-36.74313355,174.71958642,18 COWLEY PL
-36.91179983,174.66681495,54 TAHI TCE,-36.9116946,174.66666,50 TAHI TCE
-36.91351913,174.65561442, EVANS RD,-36.91351913,174.65561442, EVANS RD
-36.9133314,174.66808032,26 NORTHALL RD,-36.91294902,174.66812282, NORTHALL RD
-36.91655023,174.69089507,105 PORTAGE RD,-36.91620775,174.69083272,101 PORTAGE RD
-36.91655023,174.69089507,105 PORTAGE RD,-36.91593542,174.69061967,99 PORTAGE RD
-36.8630649,174.60666805,398 SWANSON RD,-36.8626727,174.60737388,2 AFTON PL
-36.86183262,174.64778282,12 VERA RD,-36.86121075,174.64815515,1 ROWAN TCE
-36.889761,174.69664695, GREAT NORTH RD,-36.90030033,174.69417528,2 LARCH ST
-36.84252947,174.62166015,6 EXOTIC PL,-36.84220675,174.62161622,2 EXOTIC PL
-36.92196063,174.6856313,35 CUTLER ST,-36.92195475,174.68505928,29 CUTLER ST
-36.9018366,174.69234187,2153 GREAT NORTH RD,-36.9001667,174.69398487,4 LARCH ST
-36.889761,174.69664695, GREAT NORTH RD,-36.889761,174.69664695, GREAT NORTH RD
-36.82863613,174.64875672,18 TOTARA RD,-37.03263833,174.89796085,16 TOTARA RD
-36.91450258,174.66992557,1A NORTHALL RD,-36.91450258,174.66992557,1A NORTHALL RD
-36.90177578,174.69253812,2151 GREAT NORTH RD,-36.9001667,174.69398487,4 LARCH ST
-36.9082222,174.68273808,3068 GREAT NORTH RD,-36.90656353,174.68295277,38 DELTA AVE
-36.90491183,174.68379127,54A DELTA AVE,-36.90395547,174.68154788,36 REID RD
-36.90459003,174.68394035,58A DELTA AVE,-36.90222117,174.68594115, DELTA AVE
-36.93490855,174.67183427,43 AVONLEIGH RD,-36.93648285,174.6695147,4 CASTLEFORD ST
-36.889761,174.69664695, GREAT NORTH RD,-36.90477302,174.68203145,11 REID RD
-36.93600462,174.67075758,73 AVONLEIGH RD,-36.93648285,174.6695147,4 CASTLEFORD ST
-36.90436158,174.70768265,31 WHITNEY ST,-36.90419092,174.70767185,29 WHITNEY ST
-36.91699335,174.70458392,28 TERRY ST,-36.91699335,174.70458392,28 TERRY ST
-36.89434365,174.6907104,15 ASH ST,-36.8646979,174.759153,230 SYMONDS ST
-36.92045702,174.70535593,27 RATHLIN ST,-36.92010755,174.70510482,21 RATHLIN ST
-36.86772692,174.63318197,41 WOODFORD AVE,-36.8673584,174.6354708,19 EPPING RD
-36.80911785,174.64212355,8 REFLECTION DR,-36.80918075,174.64342615,19 REFLECTION DR
-36.86338708,174.5931429,581 SWANSON RD,-36.86338708,174.5931429,581 SWANSON RD
-36.79499785,174.65843148,2 RARAHU RD,-36.8646979,174.759153,230 SYMONDS ST
-36.90075817,174.69057425,54 WINGATE ST,-36.90103687,174.68982313,68 WINGATE ST
-36.88678652,174.67740128,6 ESMERALDA AVE,-36.88617093,174.67650772, ESMERALDA AVE
-36.90227862,174.62238463,10 LEGACY DR,-36.902501,174.62222927,6 LEGACY DR
-36.90628463,174.68349527,5 DELTA AVE,-36.90352322,174.68188368,35 REID RD
-36.90169103,174.69270703,2147 GREAT NORTH RD,-36.90030033,174.69417528,2 LARCH ST
-36.83512945,174.62196872,20 BENCHMARK DR,-36.8646979,174.759153,230 SYMONDS ST
-36.97191328,174.8569476,OPP 114 KOLMAR RD,-36.9733826,174.85690832,89 KOLMAR RD
-36.91397835,174.90059633,13 BEN LOMOND CRES,-36.9143193,174.90076682,12 BEN LOMOND CRES
-36.90439047,174.9233408,95 UNION RD,-36.90444878,174.92348248,93 UNION RD
-36.96140353,174.90778282,141 CHAPEL RD,-36.8646979,174.759153,230 SYMONDS ST
-37.01940682,174.89419302,135 GREAT SOUTH RD,-36.93957762,174.89184393,61 CROOKS RD
-36.89959342,174.93979297, EVELYN RD,-36.89758462,174.94313392,18 EVELYN RD
-37.0268695,174.90869917, JENKINS PL,-37.0268695,174.90869917, JENKINS PL
-36.95461447,174.83926607,34 GOLF AVE,-36.95445547,174.83885103,25 GOLF AVE
-36.90026053,174.92992057, BAIRD ST,-36.90026053,174.92992057, BAIRD ST
-36.9743202,174.839833, PHOENIX PL,-36.93957762,174.89184393,61 CROOKS RD
-36.968552,174.85174108,22 CAMDEN PL,-36.93957762,174.89184393,61 CROOKS RD
-36.97717922,174.8509279,56 CORONATION RD,-36.93957762,174.89184393,61 CROOKS RD
-36.96763005,174.9295664, ORMISTON RD,-36.93957762,174.89184393,61 CROOKS RD
-36.95126133,174.91106707, BALTERSAN DR,-36.93957762,174.89184393,61 CROOKS RD
-36.89132322,174.92231803,31 BLEAKHOUSE RD,-36.93957762,174.89184393,61 CROOKS RD
-36.98020503,174.8480447,22 HILLCREST RD,-36.9804077,174.84730922,28 HILLCREST RD
-36.91397835,174.90059633,13 BEN LOMOND CRES,-36.91367497,174.90101872,9 BEN LOMOND CRES
-36.91397835,174.90059633,13 BEN LOMOND CRES,-36.91339342,174.90142528,5 BEN LOMOND CRES
-36.98163427,174.77831578,7 PAVILION DRIVE,-36.98334248,174.77732853,28 PAVILION DRIVE
-36.95740445,174.8670615, BAIRDS RD,-36.93957762,174.89184393,61 CROOKS RD
-36.97680548,174.89084605, PALERMO PL,-36.93957762,174.89184393,61 CROOKS RD
-36.87775057,174.77988082,29 GREAT SOUTH RD,-36.93957762,174.89184393,61 CROOKS RD
-36.90467323,174.91305248,69 BRADBURY RD,-36.9050815,174.91294812,62 BRADBURY RD
-36.86680285,174.71402555,25 TUI ST,-36.86666563,174.71430078,29 TUI ST
-36.96015275,174.85338397,767 GREAT SOUTH RD,-36.96028738,174.85338638,769 GREAT SOUTH RD
-36.91367497,174.90101872,9 BEN LOMOND CRES,-36.93957762,174.89184393,61 CROOKS RD
-36.97656977,174.86588418,11 WATSON PL,-36.93957762,174.89184393,61 CROOKS RD
-36.90823648,174.9107261,121 BRADBURY RD,-36.90853408,174.91049878,127 BRADBURY RD
-36.98322262,174.87943912,5 MEADOWCOURT DR,-36.98156958,174.8802419,21 MEADOWCOURT DR
-36.93114053,174.88469855,29 STONEDON DR,-36.93957762,174.89184393,61 CROOKS RD
-36.94759108,174.84563657,531 GREAT SOUTH RD,-36.93957762,174.89184393,61 CROOKS RD
-36.85868413,174.75676822,10 WEST TCE,-36.8646979,174.759153,230 SYMONDS ST
-36.89777878,174.92457858,74 NELSON ST,-36.8646979,174.759153,230 SYMONDS ST
-36.85960503,174.75533415,14 EDINBURGH ST,-36.8591383,174.75511558,2 EDINBURGH ST
-36.84731742,174.76961602,8 BANKSIDE ST,-36.8646979,174.759153,230 SYMONDS ST
-36.95408698,174.84342068, JELLICOE ST,-36.83936832,174.75678925, BRIGHAM ST
-36.8472051,174.77118728,2 EDEN CRES,-36.8472051,174.77118728,2 EDEN CRES
-36.856831,174.75967342,7 POYNTON TCE,-36.8646979,174.759153,230 SYMONDS ST
-36.9252966,174.78162102,OPP 26 PRINCES ST,-36.8646979,174.759153,230 SYMONDS ST
-36.85923703,174.76058293,OPP 23 UPPER QUEEN ST,-36.8646979,174.759153,230 SYMONDS ST
-36.86241282,174.7672048, SEAFIELD VIEW RD,-36.86241282,174.7672048, SEAFIELD VIEW RD
-36.8544483,174.74564933,182 PONSONBY RD,-36.85417507,174.74494822,3 LINCOLN ST
-36.84820965,174.74481348, MARGARET ST,-36.86734177,174.7627235, BOSTON RD
-36.84358334,174.7659113, LOWER ALBERT ST,-36.8646979,174.759153,230 SYMONDS ST
-36.84607678,174.76180582,45 WYNDHAM ST,-36.8646979,174.759153,230 SYMONDS ST
-36.9209478,174.7730966,6 SYMONDS ST,-36.8646979,174.759153,230 SYMONDS ST
-36.8578206,174.7625872,75 KARANGAHAPE RD,-36.8646979,174.759153,230 SYMONDS ST
-36.84689445,174.76302367,OPP 41 FEDERAL ST,-36.8646979,174.759153,230 SYMONDS ST
-36.85837388,174.74990457,opp 62 PONSONBY RD,-36.8646979,174.759153,230 SYMONDS ST
-36.86445842,174.77214665,73C CARLTON GORE RD,-36.8646979,174.759153,230 SYMONDS ST
-36.8646979,174.759153,230 SYMONDS ST,-36.85993768,174.75369258, ABBEY ST
-36.84948763,174.77591293,54 RONAYNE ST,-36.8646979,174.759153,230 SYMONDS ST
-36.85690753,174.73894212,4 ARNOLD ST,-36.85833327,174.73919233, ARNOLD ST
-36.82169972,174.79889655,18 EMPIRE RD,-36.89888333,174.77278337, EMPIRE RD
-36.85763027,174.8104154,36 NGAPIPI RD,-36.8646979,174.759153,230 SYMONDS ST
-36.8961724,174.79859942,5 WILLIAM AVE,-36.8646979,174.759153,230 SYMONDS ST
-36.90076937,174.81188275,1a HEWSON ST,-36.8646979,174.759153,230 SYMONDS ST
-36.87747057,174.77776027,13 MARGOT ST,-36.8646979,174.759153,230 SYMONDS ST
-36.91511962,174.80148648, MOUNT SMART RD,-36.91370417,174.78311185,67 MOUNT SMART RD
-36.86838285,174.78820433,45 HAPUA ST,-36.8646979,174.759153,230 SYMONDS ST
-36.8968389,174.8008253,22 WILLIAM AVE,-36.8646979,174.759153,230 SYMONDS ST
-36.88685303,174.73899648, PATTERSON ST,-36.88657943,174.73981738,10 PATTERSON ST
-36.87263005,174.72518268,77 LINWOOD AVE,-36.8646979,174.759153,230 SYMONDS ST
-36.85919748,174.74582265,10 MURDOCH RD,-36.8646979,174.759153,230 SYMONDS ST
-37.02288028,174.9039672,7 FLEMING ST,-36.93957762,174.89184393,61 CROOKS RD
-36.86325703,174.74687465,10 TURAKINA ST,-36.86325703,174.74687465,10 TURAKINA ST
-36.90267558,174.79280602,5 HOROTUTU RD,-36.90188367,174.7928122,2 KOROKINO RD
-36.89805065,174.79467478,1 WHETURANGI RD,-36.89787295,174.79467945,3 WHETURANGI RD
-36.87885015,174.74029672,195 SANDRINGHAM RD,-36.86991668,174.74444858, CENTRAL RD
-36.87540352,174.73658427,20 MCDONALD ST,-36.86991668,174.74444858, CENTRAL RD
-36.87368562,174.74553063,37 WALTERS RD,-36.87495975,174.74731485,25 KOWHAI ST
-36.76741603,174.76279003,45 PROSPECT TCE,-36.8646979,174.759153,230 SYMONDS ST
-36.76741603,174.76279003,45 PROSPECT TCE,-36.87990353,174.75362408,55 PROSPECT TCE
-36.888318,174.7145765,42 ALLENDALE RD,-36.888318,174.7145765,42 ALLENDALE RD
-36.86754467,174.83681462,122 GOWING DR,-36.8685192,174.83657182, HAWKINS ST
-36.90499148,174.83037062,20 LAVAS PL,-36.90517597,174.83149217,10 LAVAS PL
-36.85129335,174.85609662,8 GOLDIE ST,-36.8646979,174.759153,230 SYMONDS ST
-36.8657923,174.7319321,712 GREAT NORTH RD,-36.8646979,174.759153,230 SYMONDS ST
-36.86541092,174.73183105,713 GREAT NORTH RD,-36.8663262,174.74222262,390 GREAT NORTH RD
-36.86525372,174.73209952,709 GREAT NORTH RD,-36.8663262,174.74222262,390 GREAT NORTH RD
-36.86272525,174.73114255,53 SURREY CRES,-36.8646979,174.759153,230 SYMONDS ST
-36.86581985,174.73189027,714 GREAT NORTH RD,-36.8646979,174.759153,230 SYMONDS ST
-36.8720979,174.79402573,19 LEYS CRES,-36.8646979,174.759153,230 SYMONDS ST
-36.8477545,174.8291564, TAMAKI DR,-36.86198518,174.83888885, 203 KOHIMARAMA RD
-36.85354352,174.84369897,4 BADDELEY AVE,-36.86198518,174.83888885, 203 KOHIMARAMA RD
-36.85370187,174.8511206,28 LONG DR,-36.86198518,174.83888885, 203 KOHIMARAMA RD
-36.85131078,174.84013408,1 TARANAKI RD,-36.86198518,174.83888885, 203 KOHIMARAMA RD
-36.85173043,174.84133225,13 TARANAKI RD,-36.8646979,174.759153,230 SYMONDS ST
